Date,Time,Open,Close,High,Low,Volume
2011.03.23,00:00,1.41986,1.42141,1.40767,1.40962,79111
2011.03.24,00:00,1.40955,1.42189,1.40534,1.41717,74483
2011.03.25,00:00,1.41716,1.41930,1.40550,1.40845,73538
2011.03.28,00:00,1.40409,1.41150,1.40207,1.40863,64097
2011.03.29,00:00,1.40862,1.41484,1.40470,1.41131,68287
2011.03.30,00:00,1.41127,1.41464,1.40517,1.41263,73575
2011.03.31,00:00,1.41269,1.42321,1.41156,1.41570,73347
2011.04.01,00:00,1.41570,1.42447,1.40614,1.42345,71975
2011.04.04,00:00,1.42306,1.42676,1.41924,1.42196,56300
2011.04.05,00:00,1.42196,1.42444,1.41511,1.42218,56793
2011.04.06,00:00,1.42218,1.43480,1.42077,1.43311,62218
2011.04.07,00:00,1.43310,1.43363,1.42425,1.43073,66525
2011.04.08,00:00,1.43074,1.44871,1.42908,1.44822,64384
2011.04.11,00:00,1.44707,1.44827,1.44205,1.44348,55110
2011.04.12,00:00,1.44347,1.45184,1.43768,1.44765,73198
2011.04.13,00:00,1.44767,1.45192,1.44130,1.44422,65524
2011.04.14,00:00,1.44420,1.45140,1.43645,1.44872,69057
2011.04.15,00:00,1.44872,1.45029,1.43905,1.44289,62594
2011.04.18,00:00,1.44106,1.44199,1.41572,1.42336,69332
2011.04.19,00:00,1.42334,1.43521,1.42050,1.43339,65817
2011.04.20,00:00,1.43340,1.45434,1.43279,1.45219,73424
2011.04.21,00:00,1.45221,1.46478,1.45048,1.45517,64304
2011.04.22,00:00,1.45518,1.45873,1.45338,1.45595,16447
2011.04.25,00:00,1.45595,1.46258,1.45245,1.45799,44103
2011.04.26,00:00,1.45798,1.46559,1.44929,1.46431,65316
2011.04.27,00:00,1.46430,1.47946,1.46321,1.47869,71838
2011.04.28,00:00,1.47869,1.48809,1.47676,1.48217,69680
2011.04.29,00:00,1.48216,1.48772,1.48034,1.48062,50948
2011.05.02,00:00,1.48080,1.49012,1.47632,1.48288,65573
2011.05.03,00:00,1.48288,1.48885,1.47542,1.48239,69678
2011.05.04,00:00,1.48240,1.49385,1.47748,1.48250,77601
2011.05.05,00:00,1.48245,1.48980,1.45096,1.45373,83310
2011.05.06,00:00,1.45374,1.45873,1.43117,1.43132,95915
2011.05.09,00:00,1.43613,1.44407,1.42548,1.43645,87613
2011.05.10,00:00,1.43646,1.44118,1.42700,1.44086,96552
2011.05.11,00:00,1.44087,1.44227,1.41720,1.41913,96460
2011.05.12,00:00,1.41913,1.42760,1.41232,1.42453,93721
2011.05.13,00:00,1.42452,1.43388,1.40667,1.41169,94028
2011.05.16,00:00,1.40900,1.42437,1.40478,1.41551,91594
2011.05.17,00:00,1.41553,1.42376,1.41207,1.42364,96848
2011.05.18,00:00,1.42364,1.42861,1.41947,1.42485,89178
2011.05.19,00:00,1.42485,1.43244,1.42059,1.43077,89877
2011.05.20,00:00,1.43078,1.43446,1.41320,1.41591,87095
2011.05.23,00:00,1.41246,1.41449,1.39691,1.40471,96538
2011.05.24,00:00,1.40470,1.41321,1.40022,1.40991,91398
2011.05.25,00:00,1.40990,1.41177,1.40131,1.40872,91327
2011.05.26,00:00,1.40873,1.42062,1.40674,1.41441,127985
2011.05.27,00:00,1.41440,1.43216,1.41242,1.43173,99038
2011.05.30,00:00,1.43210,1.43227,1.42567,1.42812,56555
2011.05.31,00:00,1.42811,1.44236,1.42784,1.43957,88511
2011.06.01,00:00,1.43955,1.44579,1.43203,1.43274,90160
2011.06.02,00:00,1.43276,1.45121,1.43075,1.44900,86779
2011.06.03,00:00,1.44899,1.46420,1.44507,1.46310,88031
2011.06.06,00:00,1.46075,1.46571,1.45570,1.45749,90794
2011.06.07,00:00,1.45749,1.46955,1.45634,1.46905,91098
2011.06.08,00:00,1.46907,1.46941,1.45640,1.45823,90446
2011.06.09,00:00,1.45827,1.46471,1.44773,1.45093,84770
2011.06.10,00:00,1.45094,1.45501,1.43221,1.43458,86997
2011.06.13,00:00,1.43235,1.44295,1.43205,1.44123,83495
2011.06.14,00:00,1.44122,1.44971,1.43785,1.44394,83551
2011.06.15,00:00,1.44393,1.44506,1.41560,1.41787,90282
2011.06.16,00:00,1.41788,1.42184,1.40731,1.42055,101566
2011.06.17,00:00,1.42049,1.43382,1.41274,1.43095,91660
2011.06.20,00:00,1.42760,1.43265,1.41910,1.43033,81813
2011.06.21,00:00,1.43032,1.44220,1.43028,1.44110,82394
2011.06.22,00:00,1.44109,1.44407,1.43410,1.43545,86715
2011.06.23,00:00,1.43551,1.43567,1.41265,1.42555,92325
2011.06.24,00:00,1.42558,1.43055,1.41416,1.41864,89305
2011.06.27,00:00,1.41921,1.42924,1.41023,1.42865,86757
2011.06.28,00:00,1.42865,1.43959,1.42366,1.43701,88144
2011.06.29,00:00,1.43701,1.44470,1.43380,1.44345,86659
2011.06.30,00:00,1.44346,1.45364,1.44268,1.45013,83613
2011.07.01,00:00,1.45012,1.45501,1.44359,1.45246,81665
2011.07.04,00:00,1.45362,1.45769,1.44953,1.45381,63146
2011.07.05,00:00,1.45381,1.45530,1.43969,1.44281,79530
2011.07.06,00:00,1.44280,1.44657,1.42858,1.43184,82183
2011.07.07,00:00,1.43183,1.43733,1.42212,1.43626,81432
2011.07.08,00:00,1.43626,1.43679,1.42059,1.42632,81936
2011.07.11,00:00,1.42043,1.42266,1.39858,1.40284,91487
2011.07.12,00:00,1.40284,1.40607,1.38371,1.39751,109731
2011.07.13,00:00,1.39752,1.41920,1.39512,1.41641,99810
2011.07.14,00:00,1.41647,1.42808,1.41156,1.41419,101860
2011.07.15,00:00,1.41418,1.41981,1.40919,1.41558,86233
2011.07.18,00:00,1.41121,1.41331,1.40140,1.41114,85594
2011.07.19,00:00,1.41110,1.42160,1.40687,1.41545,84834
2011.07.20,00:00,1.41545,1.42387,1.41326,1.42146,81142
2011.07.21,00:00,1.42141,1.44332,1.41385,1.44238,94929
2011.07.22,00:00,1.44239,1.44372,1.43240,1.43567,81613
2011.07.25,00:00,1.43879,1.44162,1.43243,1.43762,81564
2011.07.26,00:00,1.43760,1.45246,1.43566,1.45094,86108
2011.07.27,00:00,1.45097,1.45346,1.43389,1.43674,82413
2011.07.28,00:00,1.43677,1.43998,1.42541,1.43328,86884
2011.07.29,00:00,1.43327,1.44122,1.42290,1.43960,93485
2011.08.01,00:00,1.43804,1.44525,1.41844,1.42492,92292
2011.08.02,00:00,1.42490,1.42822,1.41506,1.42019,97716
2011.08.03,00:00,1.42020,1.43435,1.41428,1.43222,101117
2011.08.04,00:00,1.43221,1.43698,1.40888,1.40897,108461
2011.08.05,00:00,1.40900,1.42972,1.40553,1.42804,115887
2011.08.08,00:00,1.44203,1.44316,1.41303,1.41773,123498
2011.08.09,00:00,1.41771,1.43759,1.41521,1.43747,133504
2011.08.10,00:00,1.43746,1.44006,1.41622,1.41765,115575
2011.08.11,00:00,1.41766,1.42912,1.41039,1.42394,122766
2011.08.12,00:00,1.42396,1.42899,1.41495,1.42448,99947
2011.08.15,00:00,1.42640,1.44748,1.42440,1.44435,88914
2011.08.16,00:00,1.44437,1.44709,1.43538,1.44062,94707
2011.08.17,00:00,1.44062,1.45167,1.43250,1.44250,91937
2011.08.18,00:00,1.44250,1.44508,1.42711,1.43319,95789
2011.08.19,00:00,1.43318,1.44507,1.42585,1.43950,99105
2011.08.22,00:00,1.43870,1.44339,1.43470,1.43575,85050
2011.08.23,00:00,1.43574,1.44987,1.43527,1.44403,85849
2011.08.24,00:00,1.44404,1.44806,1.43798,1.44136,87273
2011.08.25,00:00,1.44137,1.44738,1.43283,1.43779,82857
2011.08.26,00:00,1.43778,1.45008,1.43291,1.44984,85131
2011.08.29,00:00,1.44986,1.45482,1.44657,1.45099,72681
2011.08.30,00:00,1.45099,1.45328,1.43842,1.44408,81985
2011.08.31,00:00,1.44409,1.44677,1.43591,1.43687,78107
2011.09.01,00:00,1.43686,1.43832,1.42262,1.42582,83986
2011.09.02,00:00,1.42583,1.42870,1.41839,1.42037,82993
2011.09.05,00:00,1.41619,1.41726,1.40606,1.40963,82567
2011.09.06,00:00,1.40962,1.42689,1.39733,1.39969,102371
2011.09.07,00:00,1.39968,1.41476,1.39909,1.40971,96377
2011.09.08,00:00,1.40972,1.40984,1.38720,1.38810,96491
2011.09.09,00:00,1.38811,1.39360,1.36272,1.36532,108300
2011.09.12,00:00,1.35844,1.36920,1.34989,1.36776,118261
2011.09.13,00:00,1.36787,1.37385,1.35582,1.36776,111863
2011.09.14,00:00,1.36774,1.37826,1.35909,1.37535,113545
2011.09.15,00:00,1.37533,1.39359,1.37031,1.38757,105812
2011.09.16,00:00,1.38756,1.38925,1.37536,1.37919,98308
2011.09.19,00:00,1.36904,1.37196,1.35868,1.36853,102437
2011.09.20,00:00,1.36846,1.37432,1.35927,1.36990,111329
2011.09.21,00:00,1.36989,1.37953,1.35629,1.35715,111856
2011.09.22,00:00,1.35714,1.36001,1.33856,1.34626,126054
2011.09.23,00:00,1.34618,1.35663,1.34188,1.34958,121564
2011.09.26,00:00,1.35215,1.35492,1.33624,1.35326,123960
2011.09.27,00:00,1.35323,1.36668,1.34793,1.35835,113132
2011.09.28,00:00,1.35826,1.36892,1.35326,1.35420,109912
2011.09.29,00:00,1.35419,1.36774,1.35194,1.35963,115276
2011.09.30,00:00,1.35959,1.36001,1.33837,1.33845,106837
2011.10.03,00:00,1.33431,1.33808,1.31667,1.31747,112631
2011.10.04,00:00,1.31744,1.33681,1.31452,1.33471,122598
2011.10.05,00:00,1.33473,1.33826,1.32599,1.33474,115033
2011.10.06,00:00,1.33474,1.34500,1.32417,1.34367,107823
2011.10.07,00:00,1.34365,1.35241,1.33607,1.33755,100681
2011.10.10,00:00,1.33866,1.36975,1.33774,1.36408,93546
2011.10.11,00:00,1.36409,1.36828,1.35654,1.36387,100379
2011.10.12,00:00,1.36391,1.38325,1.35824,1.37905,103180
2011.10.13,00:00,1.37906,1.38251,1.36852,1.37764,104025
2011.10.14,00:00,1.37762,1.38936,1.37231,1.38780,98981
2011.10.17,00:00,1.38659,1.39137,1.37250,1.37370,97334
2011.10.18,00:00,1.37369,1.38163,1.36526,1.37509,105981
2011.10.19,00:00,1.37508,1.38681,1.37247,1.37594,106193
2011.10.20,00:00,1.37588,1.38412,1.36565,1.37794,110290
2011.10.21,00:00,1.37793,1.39004,1.37043,1.38917,102760
2011.10.24,00:00,1.38408,1.39557,1.38222,1.39281,101606
2011.10.25,00:00,1.39280,1.39588,1.38492,1.39063,104428
2011.10.26,00:00,1.39067,1.39740,1.37997,1.39058,105474
2011.10.27,00:00,1.39049,1.42460,1.38641,1.41877,115537
2011.10.28,00:00,1.41880,1.42001,1.41331,1.41453,98908
2011.10.31,00:00,1.41505,1.41695,1.38287,1.38593,106966
2011.11.01,00:00,1.38592,1.38702,1.36085,1.36960,115756
2011.11.02,00:00,1.36961,1.38265,1.36362,1.37473,111211
2011.11.03,00:00,1.37473,1.38541,1.36563,1.38127,112527
2011.11.04,00:00,1.38128,1.38655,1.37111,1.37898,99648
2011.11.07,00:00,1.38271,1.38303,1.36814,1.37743,99239
2011.11.08,00:00,1.37744,1.38464,1.37242,1.38326,95072
2011.11.09,00:00,1.38324,1.38580,1.35231,1.35414,107675
2011.11.10,00:00,1.35415,1.36518,1.34837,1.36068,107648
2011.11.11,00:00,1.36066,1.37944,1.35778,1.37473,93534
2011.11.14,00:00,1.38083,1.38091,1.35914,1.36321,98787
2011.11.15,00:00,1.36320,1.36402,1.34961,1.35388,101982
2011.11.16,00:00,1.35389,1.35560,1.34286,1.34624,107884
2011.11.17,00:00,1.34622,1.35392,1.34213,1.34570,112965
2011.11.18,00:00,1.34568,1.36136,1.34470,1.35222,103869
2011.11.21,00:00,1.35111,1.35398,1.34300,1.34885,101185
2011.11.22,00:00,1.34885,1.35678,1.34687,1.35040,96533
2011.11.23,00:00,1.35041,1.35304,1.33201,1.33411,98889
2011.11.24,00:00,1.33411,1.34109,1.33160,1.33452,79768
2011.11.25,00:00,1.33452,1.33507,1.32123,1.32367,90602
2011.11.28,00:00,1.33228,1.33982,1.32728,1.33190,100094
2011.11.29,00:00,1.33188,1.34411,1.32854,1.33148,98675
2011.11.30,00:00,1.33147,1.35306,1.32591,1.34449,100369
2011.12.01,00:00,1.34447,1.35200,1.34175,1.34610,95383
2011.12.02,00:00,1.34606,1.35456,1.33629,1.33896,83072
2011.12.05,00:00,1.34225,1.34851,1.33748,1.34001,85576
2011.12.06,00:00,1.34000,1.34271,1.33333,1.34004,87351
2011.12.07,00:00,1.34011,1.34530,1.33508,1.34112,83243
2011.12.08,00:00,1.34112,1.34569,1.32882,1.33401,84965
2011.12.09,00:00,1.33398,1.34327,1.32810,1.33842,84888
2011.12.12,00:00,1.33802,1.33806,1.31623,1.31871,81905
2011.12.13,00:00,1.31869,1.32356,1.30086,1.30359,87191
2011.12.14,00:00,1.30356,1.30635,1.29462,1.29819,93213
2011.12.15,00:00,1.29817,1.30489,1.29566,1.30149,82907
2011.12.16,00:00,1.30148,1.30834,1.29950,1.30429,77503
2011.12.19,00:00,1.30405,1.30422,1.29827,1.29974,80592
2011.12.20,00:00,1.29973,1.31314,1.29926,1.30812,78894
2011.12.21,00:00,1.30813,1.31956,1.30254,1.30463,85728
2011.12.22,00:00,1.30463,1.31183,1.30171,1.30493,74808
2011.12.23,00:00,1.30492,1.30946,1.30259,1.30393,62355
2011.12.26,00:00,1.30549,1.30813,1.30505,1.30571,20125
2011.12.27,00:00,1.30564,1.30824,1.30422,1.30696,51406
2011.12.28,00:00,1.30694,1.30791,1.29116,1.29400,66857
2011.12.29,00:00,1.29399,1.29641,1.28577,1.29605,75907
2011.12.30,00:00,1.29604,1.29981,1.29039,1.29570,72708
2012.01.02,00:00,1.29357,1.29681,1.29168,1.29332,40011
2012.01.03,00:00,1.29331,1.30762,1.29312,1.30489,81389
2012.01.04,00:00,1.30488,1.30719,1.28974,1.29423,80587
2012.01.05,00:00,1.29420,1.29461,1.27702,1.27879,92425
2012.01.06,00:00,1.27878,1.28121,1.26972,1.27188,80314
2012.01.09,00:00,1.26944,1.27848,1.26661,1.27643,82030
2012.01.10,00:00,1.27643,1.28174,1.27424,1.27767,76312
2012.01.11,00:00,1.27766,1.27893,1.26619,1.27058,84679
2012.01.12,00:00,1.27059,1.28442,1.26994,1.28136,83655
2012.01.13,00:00,1.28135,1.28778,1.26241,1.26775,92443
2012.01.16,00:00,1.26335,1.26873,1.26254,1.26661,72240
2012.01.17,00:00,1.26662,1.28080,1.26488,1.27356,88621
2012.01.18,00:00,1.27356,1.28673,1.27337,1.28628,90404
2012.01.19,00:00,1.28630,1.29705,1.28390,1.29679,87313
2012.01.20,00:00,1.29677,1.29854,1.28873,1.29298,78753
2012.01.23,00:00,1.28779,1.30521,1.28754,1.30126,79686
2012.01.24,00:00,1.30130,1.30618,1.29534,1.30353,78143
2012.01.25,00:00,1.30348,1.31199,1.29307,1.31054,82069
2012.01.26,00:00,1.31055,1.31832,1.30896,1.31079,77095
2012.01.27,00:00,1.31077,1.32330,1.30770,1.32189,85251
2012.01.30,00:00,1.32264,1.32264,1.30767,1.31427,80481
2012.01.31,00:00,1.31427,1.32126,1.30427,1.30825,85510
2012.02.01,00:00,1.30826,1.32168,1.30257,1.31598,87558
2012.02.02,00:00,1.31599,1.31959,1.30854,1.31430,84336
2012.02.03,00:00,1.31430,1.32044,1.30657,1.31561,83353
2012.02.06,00:00,1.31137,1.31409,1.30278,1.31292,84121
2012.02.07,00:00,1.31291,1.32692,1.30891,1.32598,89172
2012.02.08,00:00,1.32597,1.32878,1.32207,1.32596,82577
2012.02.09,00:00,1.32595,1.33199,1.32148,1.32847,89049
2012.02.10,00:00,1.32846,1.32901,1.31551,1.31954,85235
2012.02.13,00:00,1.32093,1.32833,1.31858,1.31858,81411
2012.02.14,00:00,1.31857,1.32154,1.30800,1.31330,88387
2012.02.15,00:00,1.31328,1.31902,1.30442,1.30654,91028
2012.02.16,00:00,1.30653,1.31572,1.29745,1.31297,93437
2012.02.17,00:00,1.31297,1.31964,1.31148,1.31386,76429
2012.02.20,00:00,1.31805,1.32762,1.31724,1.32419,69370
2012.02.21,00:00,1.32420,1.32922,1.31865,1.32321,89861
2012.02.22,00:00,1.32321,1.32652,1.32110,1.32483,82391
2012.02.23,00:00,1.32482,1.33776,1.32309,1.33717,76404
2012.02.24,00:00,1.33717,1.34856,1.33569,1.34460,74693
2012.02.27,00:00,1.34634,1.34788,1.33662,1.33968,82212
2012.02.28,00:00,1.33967,1.34703,1.33896,1.34572,84696
2012.02.29,00:00,1.34571,1.34851,1.33145,1.33238,86684
2012.03.01,00:00,1.33236,1.33559,1.32825,1.33107,82452
2012.03.02,00:00,1.33103,1.33320,1.31866,1.31979,78976
2012.03.05,00:00,1.31913,1.32394,1.31600,1.32159,76936
2012.03.06,00:00,1.32158,1.32252,1.31030,1.31116,81776
2012.03.07,00:00,1.31115,1.31636,1.30961,1.31487,76857
2012.03.08,00:00,1.31486,1.32904,1.31349,1.32740,77358
2012.03.09,00:00,1.32738,1.32769,1.30966,1.31221,77175
2012.03.12,00:00,1.31111,1.31581,1.30786,1.31470,70359
2012.03.13,00:00,1.31473,1.31905,1.30516,1.30800,74971
2012.03.14,00:00,1.30808,1.30901,1.30106,1.30295,71912
2012.03.15,00:00,1.30294,1.31184,1.30032,1.30780,75125
2012.03.16,00:00,1.30781,1.31862,1.30484,1.31735,67765
2012.03.19,00:00,1.31796,1.32642,1.31415,1.32366,62305
2012.03.20,00:00,1.32364,1.32512,1.31720,1.32237,66913
2012.03.21,00:00,1.32236,1.32840,1.31780,1.32118,69661
2012.03.22,00:00,1.32120,1.32540,1.31343,1.31978,74564
2012.03.23,00:00,1.31976,1.32916,1.31906,1.32690,69627
2012.03.26,00:00,1.32697,1.33667,1.31919,1.33569,70918
2012.03.27,00:00,1.33571,1.33848,1.33126,1.33134,66056
2012.03.28,00:00,1.33136,1.33720,1.32770,1.33160,71887
2012.03.29,00:00,1.33159,1.33449,1.32518,1.33012,70963
2012.03.30,00:00,1.33012,1.33755,1.32934,1.33408,69720
2012.04.02,00:00,1.33595,1.33801,1.32781,1.33194,67560
2012.04.03,00:00,1.33196,1.33670,1.32128,1.32327,75003
2012.04.04,00:00,1.32326,1.32383,1.31069,1.31416,80148
2012.04.05,00:00,1.31416,1.31636,1.30346,1.30649,70749
2012.04.06,00:00,1.30648,1.31115,1.30506,1.30911,41800
2012.04.09,00:00,1.31006,1.31330,1.30330,1.31049,48130
2012.04.10,00:00,1.31048,1.31436,1.30538,1.30812,79561
2012.04.11,00:00,1.30814,1.31564,1.30659,1.31086,75521
2012.04.12,00:00,1.31084,1.32122,1.31018,1.31865,77048
2012.04.13,00:00,1.31867,1.32001,1.30691,1.30764,74017
2012.04.16,00:00,1.30650,1.31466,1.29945,1.31409,81835
2012.04.17,00:00,1.31408,1.31717,1.30899,1.31254,74114
2012.04.18,00:00,1.31256,1.31402,1.30577,1.31224,75693
2012.04.19,00:00,1.31224,1.31648,1.30697,1.31370,79245
2012.04.20,00:00,1.31369,1.32262,1.31284,1.32170,71358
2012.04.23,00:00,1.32005,1.32098,1.31042,1.31555,69032
2012.04.24,00:00,1.31553,1.32174,1.31445,1.31962,68801
2012.04.25,00:00,1.31960,1.32356,1.31730,1.32162,72109
2012.04.26,00:00,1.32161,1.32623,1.31983,1.32191,68170
2012.04.27,00:00,1.32192,1.32695,1.31572,1.32514,77126
2012.04.30,00:00,1.32362,1.32660,1.32078,1.32382,62949
2012.05.01,00:00,1.32383,1.32828,1.32039,1.32358,50277
2012.05.02,00:00,1.32363,1.32408,1.31230,1.31579,68206
2012.05.03,00:00,1.31578,1.31795,1.30963,1.31519,62746
2012.05.04,00:00,1.31520,1.31775,1.30799,1.30832,63190
2012.05.07,00:00,1.30127,1.30640,1.29546,1.30499,77220
2012.05.08,00:00,1.30500,1.30645,1.29821,1.30047,78316
2012.05.09,00:00,1.30048,1.30068,1.29110,1.29282,85511
2012.05.10,00:00,1.29282,1.29783,1.29237,1.29351,76567
2012.05.11,00:00,1.29350,1.29569,1.29044,1.29162,76723
2012.05.14,00:00,1.29013,1.29038,1.28209,1.28217,73437
2012.05.15,00:00,1.28219,1.28689,1.27215,1.27288,74040
2012.05.16,00:00,1.27287,1.27579,1.26807,1.27150,81761
2012.05.17,00:00,1.27150,1.27488,1.26666,1.26974,78181
2012.05.18,00:00,1.26975,1.27933,1.26417,1.27783,86024
2012.05.21,00:00,1.27650,1.28230,1.27248,1.28174,82248
2012.05.22,00:00,1.28172,1.28192,1.26575,1.26829,80972
2012.05.23,00:00,1.26828,1.26877,1.25449,1.25811,95979
2012.05.24,00:00,1.25813,1.26188,1.25156,1.25314,92634
2012.05.25,00:00,1.25315,1.26015,1.24964,1.25154,81818
2012.05.28,00:00,1.25750,1.26235,1.25244,1.25405,66881
2012.05.29,00:00,1.25406,1.25740,1.24609,1.25016,86131
2012.05.30,00:00,1.25016,1.25043,1.23608,1.23659,92174
2012.05.31,00:00,1.23657,1.24278,1.23362,1.23641,90105
2012.06.01,00:00,1.23641,1.24537,1.22882,1.24334,97433
2012.06.04,00:00,1.24166,1.25087,1.23854,1.24984,82307
2012.06.05,00:00,1.24980,1.25411,1.24099,1.24514,83237
2012.06.06,00:00,1.24517,1.25848,1.24404,1.25805,91045
2012.06.07,00:00,1.25805,1.26243,1.25397,1.25595,90704
2012.06.08,00:00,1.25595,1.25742,1.24352,1.25160,91452
2012.06.11,00:00,1.26400,1.26677,1.24802,1.24819,91540
2012.06.12,00:00,1.24815,1.25280,1.24423,1.25029,90505
2012.06.13,00:00,1.25030,1.26094,1.24733,1.25564,89580
2012.06.14,00:00,1.25566,1.26354,1.25419,1.26319,87712
2012.06.15,00:00,1.26322,1.26643,1.25919,1.26361,82601
2012.06.18,00:00,1.26965,1.27468,1.25569,1.25753,94641
2012.06.19,00:00,1.25751,1.27297,1.25682,1.26844,88525
2012.06.20,00:00,1.26845,1.27418,1.26381,1.27066,88866
2012.06.21,00:00,1.27062,1.27070,1.25317,1.25393,91713
2012.06.22,00:00,1.25393,1.25827,1.25191,1.25677,78204
2012.06.25,00:00,1.25465,1.25575,1.24710,1.25035,72637
2012.06.26,00:00,1.25034,1.25298,1.24419,1.24931,82424
2012.06.27,00:00,1.24925,1.25074,1.24454,1.24677,78157
2012.06.28,00:00,1.24675,1.25236,1.24071,1.24426,87477
2012.06.29,00:00,1.24425,1.26918,1.24331,1.26655,101064
2012.07.02,00:00,1.26771,1.26799,1.25680,1.25752,76170
2012.07.03,00:00,1.25748,1.26257,1.25588,1.26069,71768
2012.07.04,00:00,1.26067,1.26074,1.25080,1.25255,66332
2012.07.05,00:00,1.25253,1.25375,1.23637,1.23905,83411
2012.07.06,00:00,1.23905,1.24008,1.22598,1.22875,81376
2012.07.09,00:00,1.22638,1.23230,1.22557,1.23120,74430
2012.07.10,00:00,1.23122,1.23331,1.22351,1.22492,76854
2012.07.11,00:00,1.22491,1.22957,1.22124,1.22378,76169
2012.07.12,00:00,1.22380,1.22475,1.21670,1.22027,79303
2012.07.13,00:00,1.22029,1.22554,1.21622,1.22485,74521
2012.07.16,00:00,1.22673,1.22889,1.21753,1.22714,66888
2012.07.17,00:00,1.22711,1.23156,1.21890,1.22939,77747
2012.07.18,00:00,1.22936,1.23052,1.22166,1.22831,77270
2012.07.19,00:00,1.22830,1.23214,1.22290,1.22800,81709
2012.07.20,00:00,1.22800,1.22823,1.21440,1.21551,78035
2012.07.23,00:00,1.21201,1.21438,1.20669,1.21159,86314
2012.07.24,00:00,1.21159,1.21368,1.20418,1.20583,86004
2012.07.25,00:00,1.20582,1.21681,1.20529,1.21574,87550
2012.07.26,00:00,1.21573,1.23276,1.21172,1.22817,86521
2012.07.27,00:00,1.22820,1.23889,1.22417,1.23211,89701
2012.07.30,00:00,1.22972,1.23099,1.22251,1.22597,71743
2012.07.31,00:00,1.22598,1.23289,1.22487,1.23028,79428
2012.08.01,00:00,1.23030,1.23357,1.22175,1.22245,75756
2012.08.02,00:00,1.22244,1.24011,1.21337,1.21794,88948
2012.08.03,00:00,1.21795,1.23918,1.21662,1.23848,82354
2012.08.06,00:00,1.23972,1.24422,1.23413,1.24000,76980
2012.08.07,00:00,1.23999,1.24414,1.23756,1.23980,74959
2012.08.08,00:00,1.23978,1.24016,1.23264,1.23643,74952
2012.08.09,00:00,1.23642,1.23860,1.22667,1.23050,76760
2012.08.10,00:00,1.23051,1.23156,1.22409,1.22884,72509
2012.08.13,00:00,1.22895,1.23729,1.22604,1.23316,69060
2012.08.14,00:00,1.23317,1.23849,1.23166,1.23213,70327
2012.08.15,00:00,1.23211,1.23429,1.22636,1.22892,62456
2012.08.16,00:00,1.22891,1.23718,1.22561,1.23553,68364
2012.08.17,00:00,1.23554,1.23814,1.22886,1.23327,67038
2012.08.20,00:00,1.23521,1.23683,1.22948,1.23446,64290
2012.08.21,00:00,1.23449,1.24868,1.23418,1.24721,70312
2012.08.22,00:00,1.24720,1.25367,1.24310,1.25279,74299
2012.08.23,00:00,1.25279,1.25885,1.25230,1.25631,74863
2012.08.24,00:00,1.25632,1.25675,1.24822,1.25109,63284
2012.08.27,00:00,1.25122,1.25349,1.24894,1.24981,43868
2012.08.28,00:00,1.24981,1.25753,1.24647,1.25641,55772
2012.08.29,00:00,1.25641,1.25723,1.25184,1.25289,51749
2012.08.30,00:00,1.25290,1.25632,1.24875,1.25055,52941
2012.08.31,00:00,1.25054,1.26360,1.24929,1.25783,67768
2012.09.03,00:00,1.25704,1.26098,1.25598,1.25920,48976
2012.09.04,00:00,1.25919,1.26267,1.25550,1.25653,61465
2012.09.05,00:00,1.25652,1.26234,1.25012,1.26002,69697
2012.09.06,00:00,1.26002,1.26501,1.25619,1.26301,69670
2012.09.07,00:00,1.26302,1.28165,1.26262,1.28154,69433
2012.09.10,00:00,1.28090,1.28107,1.27553,1.27577,58232
2012.09.11,00:00,1.27576,1.28705,1.27543,1.28542,66798
2012.09.12,00:00,1.28543,1.29358,1.28148,1.28986,73106
2012.09.13,00:00,1.28990,1.30008,1.28564,1.29888,73114
2012.09.14,00:00,1.29888,1.31676,1.29795,1.31286,79944
2012.09.17,00:00,1.31198,1.31706,1.30831,1.31163,68424
2012.09.18,00:00,1.31160,1.31196,1.30288,1.30469,71512
2012.09.19,00:00,1.30466,1.30844,1.29929,1.30478,72238
2012.09.20,00:00,1.30477,1.30584,1.29201,1.29678,77364
2012.09.21,00:00,1.29679,1.30471,1.29553,1.29788,73847
2012.09.24,00:00,1.29756,1.29897,1.28905,1.29299,62602
2012.09.25,00:00,1.29300,1.29700,1.28863,1.28982,41545
2012.09.26,00:00,1.28984,1.29122,1.28349,1.28717,67363
2012.09.27,00:00,1.28718,1.29272,1.28293,1.29119,69527
2012.09.28,00:00,1.29120,1.29591,1.28382,1.28595,70800
2012.10.01,00:00,1.28476,1.29382,1.28031,1.28875,64472
2012.10.02,00:00,1.28877,1.29669,1.28797,1.29186,58818
2012.10.03,00:00,1.29187,1.29362,1.28769,1.29049,60463
2012.10.04,00:00,1.29049,1.30310,1.29011,1.30172,65491
2012.10.05,00:00,1.30171,1.30708,1.29934,1.30391,59709
2012.10.08,00:00,1.30250,1.30260,1.29373,1.29670,48241
2012.10.09,00:00,1.29672,1.29902,1.28585,1.28841,60190
2012.10.10,00:00,1.28841,1.29124,1.28352,1.28746,58401
2012.10.11,00:00,1.28739,1.29504,1.28253,1.29264,58422
2012.10.12,00:00,1.29267,1.29910,1.29219,1.29503,55028
2012.10.15,00:00,1.29534,1.29784,1.28908,1.29482,54487
2012.10.16,00:00,1.29481,1.30602,1.29424,1.30531,56756
2012.10.17,00:00,1.30533,1.31384,1.30526,1.31182,61888
