                       close     open  positions  signal   returns     total
2016-01-03 17:00:00  1.08713  1.08701        NaN     0.0       NaN       NaN
2016-01-03 17:01:00  1.08712  1.08712        1.0    -1.0       NaN       NaN
2016-01-03 17:02:00  1.08722  1.08708        0.0    -1.0  0.000092  0.000092
2016-01-03 17:03:00  1.08723  1.08717        0.0    -1.0  0.000000  0.000092
2016-01-03 17:04:00  1.08711  1.08718        1.0     0.0 -0.000000  0.000092
2016-01-03 17:05:00  1.08712  1.08703       -1.0    -1.0  0.000009  0.000101
2016-01-03 17:06:00  1.08710  1.08721        2.0     1.0  0.000018  0.000120
2016-01-03 17:07:00  1.08712  1.08712       -2.0    -1.0  0.000037  0.000156
2016-01-03 17:08:00  1.08713  1.08711        0.0    -1.0 -0.000018  0.000138
2016-01-03 17:09:00  1.08708  1.08716        2.0     1.0 -0.000000  0.000138
2016-01-03 17:10:00  1.08700  1.08707       -2.0    -1.0 -0.000147 -0.000009
2016-01-03 17:11:00  1.08663  1.08700        0.0    -1.0  0.000681  0.000672
2016-01-03 17:12:00  1.08663  1.08663        0.0    -1.0  0.000000  0.000672
2016-01-03 17:13:00  1.08665  1.08661        0.0    -1.0  0.000000  0.000672
2016-01-03 17:14:00  1.08664  1.08663        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:15:00  1.08669  1.08666        0.0    -1.0  0.000000  0.000672
2016-01-03 17:16:00  1.08665  1.08669        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:17:00  1.08669  1.08665        0.0    -1.0  0.000000  0.000672
2016-01-03 17:18:00  1.08667  1.08669        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:19:00  1.08664  1.08665        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:20:00  1.08663  1.08663        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:21:00  1.08704  1.08674        0.0    -1.0  0.000000  0.000672
2016-01-03 17:22:00  1.08704  1.08714        0.0    -1.0  0.000000  0.000672
2016-01-03 17:23:00  1.08693  1.08693        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:24:00  1.08662  1.08704        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:25:00  1.08688  1.08671        0.0    -1.0  0.000000  0.000672
2016-01-03 17:26:00  1.08688  1.08688        0.0    -1.0  0.000000  0.000672
2016-01-03 17:27:00  1.08674  1.08686        0.0    -1.0 -0.000000  0.000672
2016-01-03 17:28:00  1.08674  1.08674        0.0    -1.0  0.000000  0.000672
2016-01-03 17:29:00  1.08674  1.08674        0.0    -1.0  0.000000  0.000672
...                      ...      ...        ...     ...       ...       ...
2016-01-03 23:30:00  1.08754  1.08769        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:31:00  1.08755  1.08753        0.0    -1.0  0.000000  0.000127
2016-01-03 23:32:00  1.08766  1.08756        0.0    -1.0  0.000000  0.000127
2016-01-03 23:33:00  1.08774  1.08766        0.0    -1.0  0.000000  0.000127
2016-01-03 23:34:00  1.08774  1.08774        0.0    -1.0  0.000000  0.000127
2016-01-03 23:35:00  1.08785  1.08775        0.0    -1.0  0.000000  0.000127
2016-01-03 23:36:00  1.08781  1.08785        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:37:00  1.08788  1.08782        0.0    -1.0  0.000000  0.000127
2016-01-03 23:38:00  1.08804  1.08787        0.0    -1.0  0.000000  0.000127
2016-01-03 23:39:00  1.08814  1.08804        0.0    -1.0  0.000000  0.000127
2016-01-03 23:40:00  1.08815  1.08814        0.0    -1.0  0.000000  0.000127
2016-01-03 23:41:00  1.08796  1.08814        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:42:00  1.08795  1.08795        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:43:00  1.08775  1.08794        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:44:00  1.08788  1.08776        0.0    -1.0  0.000000  0.000127
2016-01-03 23:45:00  1.08796  1.08785        0.0    -1.0  0.000000  0.000127
2016-01-03 23:46:00  1.08794  1.08794        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:47:00  1.08801  1.08792        0.0    -1.0  0.000000  0.000127
2016-01-03 23:48:00  1.08816  1.08802        0.0    -1.0  0.000000  0.000127
2016-01-03 23:49:00  1.08806  1.08815        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:50:00  1.08794  1.08805        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:51:00  1.08779  1.08794        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:52:00  1.08791  1.08780        0.0    -1.0  0.000000  0.000127
2016-01-03 23:53:00  1.08785  1.08788        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:54:00  1.08776  1.08783        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:55:00  1.08776  1.08775        0.0    -1.0  0.000000  0.000127
2016-01-03 23:56:00  1.08775  1.08776        0.0    -1.0 -0.000000  0.000127
2016-01-03 23:57:00  1.08785  1.08776        0.0    -1.0  0.000000  0.000127
2016-01-03 23:58:00  1.08785  1.08787        0.0    -1.0  0.000000  0.000127
2016-01-03 23:59:00  1.08793  1.08785        0.0    -1.0  0.000000  0.000127

[418 rows x 6 columns]
