Index,Price_Gradient,Price,CH_Gradient,CH
2015-01-01 11:01:00,-5.000000000032756e-06,1.2096200000000001,-2.352271032448838e-06,0.00011385100311966198
2015-01-01 11:02:00,0.00010499999999991072,1.20961,-2.2251140449887507e-06,0.00011149873208721314
2015-01-01 11:04:00,0.0001349999999998852,1.20983,5.382754999478569e-06,0.00010940077502968448
2015-01-01 11:05:00,-4.999999999921734e-06,1.2098799999999998,5.236798824509011e-06,0.00012226424208617028
2015-01-01 11:06:00,-4.999999999921734e-06,1.2098200000000001,-2.195708666857403e-06,0.0001198743726787025
2015-01-01 11:07:00,0.00012999999999985246,1.20987,-1.967644386190847e-06,0.00011787282475245547
2015-01-01 11:08:00,4.500000000007276e-05,1.2100799999999998,4.202657686483451e-06,0.0001159390839063208
2015-01-01 11:09:00,-0.00015499999999990521,1.2099600000000001,5.267967568116484e-06,0.00012627814012542237
2015-01-01 11:10:00,-4.0000000000151026e-05,1.20977,2.99687445307169e-06,0.00012647501904255377
2015-01-01 11:11:00,4.999999999999449e-05,1.2098799999999998,2.508545347882057e-06,0.00013227188903156575
2015-01-01 11:12:00,9.000000000014552e-05,1.20987,-2.4104586355484293e-06,0.0001314921097383179
2015-01-01 11:13:00,9.500000000006725e-05,1.2100600000000001,1.070551201689721e-06,0.0001274509717604689
2015-01-01 11:14:00,-1.0000000000065512e-05,1.2100600000000001,9.66587814879444e-07,0.00013363321214169733
2015-01-01 11:16:00,-0.00013500000000010726,1.21004,-4.014311016301857e-06,0.00012938414739022778
2015-01-01 11:18:00,-5.000000000032756e-06,1.20979,4.378882126647069e-06,0.00012560459010909361
2015-01-01 11:27:00,0.00012000000000000899,1.21003,1.109705105974712e-05,0.00013814191164352192
2015-01-01 11:28:00,0.0,1.21003,2.0776236942918918e-06,0.00014779869222858786
2015-01-01 11:29:00,0.00014999999999998348,1.21003,-5.262573631461116e-06,0.0001422971590321057
2015-01-01 11:31:00,0.000160000000000049,1.21033,6.096649064243599e-06,0.00013727354496566562
2015-01-01 11:32:00,-0.00013999999999991797,1.21035,5.632139891594297e-06,0.0001544904571605929
2015-01-01 11:35:00,-0.00014499999999995072,1.21005,4.106504370613909e-06,0.00014853782474885422
2015-01-01 11:36:00,-5.000000000032756e-06,1.2100600000000001,3.7242232422082414e-06,0.00016270346590182072
2015-01-01 11:37:00,-1.0000000000065512e-05,1.21004,-6.4234386160045084e-06,0.0001559862712332707
2015-01-01 11:38:00,0.00014999999999998348,1.21004,-5.9037467256758144e-06,0.0001498565886698117
2015-01-01 11:39:00,0.000140000000000029,1.21034,5.036500123634438e-06,0.00014417877778191907
2015-01-01 11:40:00,-0.00013499999999999623,1.21032,4.645955137331362e-06,0.00015992958891708058
2015-01-01 11:41:00,-0.00012999999999996348,1.21007,5.41051107028542e-07,0.0001534706880565818
2015-01-01 11:43:00,0.0,1.2100600000000001,4.692342692609304e-07,0.00016101169113113767
2015-01-01 11:44:00,4.999999999921734e-06,1.21007,-6.3150204689404495e-06,0.00015440915659510366
2015-01-01 11:49:00,-4.999999999921734e-06,1.21007,-5.7895538358701315e-06,0.00014838165019325677
2015-01-01 11:51:00,-9.99999999995449e-06,1.2100600000000001,-5.305473149338873e-06,0.0001428300489233634
2015-01-01 11:52:00,-5.000000000032756e-06,1.21005,-4.8352421848436215e-06,0.00013777070389457902
2015-01-01 11:56:00,-1.4999999999987246e-05,1.21005,-4.408503909922391e-06,0.00013315956455367615
2015-01-01 11:57:00,-1.4999999999987246e-05,1.21002,-3.911992569480299e-06,0.00012895369607473424
2015-01-01 11:59:00,0.0,1.21002,-3.5480186004309834e-06,0.00012533557941471555
2015-01-01 12:02:00,0.00017000000000000348,1.21002,-3.31137304045532e-06,0.00012185765887387227
2015-01-01 15:00:00,0.00017000000000000348,1.21036,1.2298926045767694e-05,0.00011871283333380491
