,Index,Price_Gradient,Price,CH_Gradient,CH,lof
1,2015-01-01 11:02:00,0.00010499999999991072,1.20961,-2.2251140449887507e-06,0.00011149873208721314,143.33669936126137
7,2015-01-01 11:09:00,-0.00015499999999990521,1.20996,5.267967568116484e-06,0.00012627814012542237,22.223632291048542
13,2015-01-01 11:16:00,-0.00013500000000010726,1.21004,-4.014311016301857e-06,0.00012938414739022778,23.831214937096632
19,2015-01-01 11:32:00,-0.00013999999999991797,1.21035,5.632139891594298e-06,0.0001544904571605929,16.65448277757007
25,2015-01-01 11:40:00,-0.00013499999999999623,1.21032,4.645955137331362e-06,0.00015992958891708058,19.891676468268138
31,2015-01-01 11:52:00,-5.000000000032756e-06,1.21005,-4.8352421848436215e-06,0.00013777070389457902,25.304309442651736
37,2015-01-01 15:01:00,3.999999999992898e-05,1.21036,1.1178456169424492e-05,0.00014645551096540766,29.83327825655347
43,2015-01-01 15:07:00,-1.0000000000065512e-05,1.21036,-3.3979450502852424e-06,0.00012271906988667655,16.238851981932296
49,2015-01-01 15:13:00,-4.999999999921734e-06,1.2103700000000002,-1.7276383545843875e-06,0.00010865656184317318,17.489080320135034
55,2015-01-01 15:19:00,0.0,1.21004,-2.75428897454905e-06,0.00011688714396612162,11.623511395188235
61,2015-01-01 15:25:00,4.0000000000040004e-05,1.21025,9.38954758259754e-07,0.00010779845134323377,15.7942294999012
67,2015-01-01 15:31:00,-3.999999999992898e-05,1.21012,-5.498350088887386e-07,0.00010587877298727371,16.6102586599679
73,2015-01-01 15:37:00,-2.499999999994173e-05,1.21015,-8.657453461916259e-07,0.00010257344285297851,14.81034165847917
79,2015-01-01 15:43:00,7.500000000004725e-05,1.2103700000000002,2.6016539696097386e-06,9.924822566178969e-05,15.819490104376946
85,2015-01-01 15:49:00,0.0,1.21023,-1.295576136527172e-06,0.00010332936868023608,14.316882178990397
91,2015-01-01 15:55:00,4.9999999999994487e-05,1.21023,-1.5860430311535862e-06,0.00011410118864796326,25.572551991504312
97,2015-01-01 16:01:00,1.9999999999908983e-05,1.2101,-2.3372320423253922e-08,0.00010921631347693743,11.605763098173634
103,2015-01-01 16:07:00,-1.0000000000065512e-05,1.21003,4.2418872144269685e-08,0.00010256318396310323,16.238490385445676
109,2015-01-01 16:13:00,-1.9999999999908983e-05,1.20981,8.228429187143978e-06,0.00011017529028445502,25.560808767336056
115,2015-01-01 16:19:00,-4.499999999996174e-05,1.20999,-4.8037784150764166e-06,0.00013941756244246928,13.588053826487474
121,2015-01-01 16:25:00,-0.0008099999999999773,1.20848,0.00010481637005980273,0.00012654331822220142,86.98320813252909
127,2015-01-01 16:31:00,0.00010999999999994348,1.20805,-9.888665433920584e-06,0.0002791052758289414,22.34175072054037
133,2015-01-01 16:37:00,-8.500000000000174e-05,1.20824,-1.2737674427911855e-05,0.00023762574737856278,16.497646200960503
139,2015-01-01 16:43:00,5.000000000032756e-06,1.20805,-3.2065826331361507e-06,0.00018612987949087232,15.243744922646862
145,2015-01-01 16:49:00,-1.0000000000065512e-05,1.20835,-6.906851243654251e-06,0.00016209341510057819,14.145802290728263
151,2015-01-01 16:55:00,-8.000000000008001e-05,1.20873,-1.7461691031438208e-06,0.00014641645990423103,17.286296914586828
157,2015-01-01 17:01:00,2.0000000000131024e-05,1.20868,-5.9287177674302236e-06,0.00015971803206463935,17.857258170304352
163,2015-01-01 17:07:00,-5.000000000032756e-06,1.20844,1.0760715501517503e-05,0.0001645335040058321,28.935456987686585
169,2015-01-01 17:13:00,-9.999999999954491e-06,1.20843,-4.210405364466021e-06,0.00013107715627402018,16.165714428196853
175,2015-01-01 17:19:00,1.5000000000098266e-05,1.20857,-1.8376100624647683e-06,0.00011472741486133401,14.681130549493547
181,2015-01-01 17:25:00,2.499999999994173e-05,1.20868,-2.4923173886346774e-08,0.00011471790209771706,13.07366264841656
187,2015-01-01 17:31:00,-0.00015500000000001624,1.20825,5.409246375494986e-06,0.00011663496590169024,19.662222304570086
193,2015-01-01 17:37:00,-0.0001100000000000545,1.20752,2.863465000448753e-06,0.00013524483839324187,41.46006661047447
199,2015-01-01 17:43:00,4.9999999999994487e-05,1.20721,-3.9590420268941935e-06,0.000134555873903014,15.6897106631133
205,2015-01-01 17:49:00,0.0,1.20702,-3.061211786270138e-06,0.00011939353648205144,12.543747641280284
211,2015-01-01 17:55:00,-0.00013999999999991797,1.20689,3.3048923021070753e-06,0.00011054299936138359,24.798676206715047
217,2015-01-01 18:01:00,-8.500000000000174e-05,1.20641,4.792411337037374e-06,0.00011455660334673156,16.19301733330913
223,2015-01-01 18:07:00,0.00013999999999991797,1.20707,1.1957376043002485e-05,0.00011975561110131196,26.114521990656026
229,2015-01-01 18:13:00,-0.00012999999999996348,1.2071,-3.361399197356822e-06,0.00012388813016964622,21.02382530292035
235,2015-01-01 18:19:00,-0.00014000000000002902,1.20653,3.008261439412012e-07,0.00012542207535560514,16.721399824663138
241,2015-01-01 18:25:00,-0.00026999999999999247,1.20551,1.307066365657476e-05,0.00014694012479231851,36.528128573704265
247,2015-01-01 18:31:00,-0.000160000000000049,1.20561,-4.620351534425179e-06,0.00015918614023605968,16.418899003592426
253,2015-01-01 18:37:00,5.500000000002725e-05,1.20573,-8.063905109474886e-06,0.0001784743026788537,23.572609247963747
