                      close    open  positions  signal  returns     total
Time                                                                     
2016-01-03 16:30:00  1.0851  1.0866        NaN     0.0      NaN       NaN
2016-01-03 17:30:00  1.0845  1.0851        0.0     0.0      NaN       NaN
2016-01-03 18:30:00  1.0859  1.0844        0.0     0.0      0.0  0.000000
2016-01-03 19:30:00  1.0871  1.0859        0.0     0.0      0.0  0.000000
2016-01-03 20:30:00  1.0870  1.0872        0.0     0.0     -0.0  0.000000
2016-01-03 21:30:00  1.0878  1.0870        0.0     0.0      0.0  0.000000
2016-01-03 22:30:00  1.0897  1.0879        0.0     0.0      0.0  0.000000
2016-01-03 23:30:00  1.0888  1.0896        0.0     0.0     -0.0  0.000000
2016-01-04 00:30:00  1.0912  1.0889        0.0     0.0      0.0  0.000000
2016-01-04 01:30:00  1.0923  1.0911        0.0     0.0      0.0  0.000000
2016-01-04 02:30:00  1.0929  1.0924        0.0     0.0      0.0  0.000000
2016-01-04 03:30:00  1.0905  1.0929        0.0     0.0     -0.0  0.000000
2016-01-04 04:30:00  1.0916  1.0906        0.0     0.0      0.0  0.000000
2016-01-04 05:30:00  1.0906  1.0917        0.0     0.0     -0.0  0.000000
2016-01-04 06:30:00  1.0854  1.0905        0.0     0.0     -0.0  0.000000
2016-01-04 07:30:00  1.0833  1.0854        0.0     0.0     -0.0  0.000000
2016-01-04 08:30:00  1.0801  1.0834        0.0     0.0     -0.0  0.000000
2016-01-04 09:30:00  1.0802  1.0802        0.0     0.0      0.0  0.000000
2016-01-04 10:30:00  1.0817  1.0802        0.0     0.0      0.0  0.000000
2016-01-04 11:30:00  1.0821  1.0817        0.0     0.0      0.0  0.000000
2016-01-04 12:30:00  1.0826  1.0822        0.0     0.0      0.0  0.000000
2016-01-04 13:30:00  1.0828  1.0827        0.0     0.0      0.0  0.000000
2016-01-04 14:30:00  1.0829  1.0829        0.0     0.0      0.0  0.000000
2016-01-04 15:30:00  1.0828  1.0828        0.0     0.0     -0.0  0.000000
2016-01-04 16:30:00  1.0823  1.0827        0.0     0.0     -0.0  0.000000
2016-01-04 17:30:00  1.0830  1.0822        0.0     0.0      0.0  0.000000
2016-01-04 18:30:00  1.0824  1.0831        0.0     0.0     -0.0  0.000000
2016-01-04 19:30:00  1.0816  1.0823        0.0     0.0     -0.0  0.000000
2016-01-04 20:30:00  1.0819  1.0816        0.0     0.0      0.0  0.000000
2016-01-04 21:30:00  1.0822  1.0818        0.0     0.0      0.0  0.000000
...                     ...     ...        ...     ...      ...       ...
2016-07-19 18:30:00  1.1014  1.1013        0.0     0.0      0.0 -0.000604
2016-07-19 19:30:00  1.1014  1.1014        0.0     0.0      0.0 -0.000604
2016-07-19 20:30:00  1.1004  1.1014        0.0     0.0     -0.0 -0.000604
2016-07-19 21:30:00  1.1011  1.1004        0.0     0.0      0.0 -0.000604
2016-07-19 22:30:00  1.1015  1.1011        0.0     0.0      0.0 -0.000604
2016-07-19 23:30:00  1.1017  1.1014        0.0     0.0      0.0 -0.000604
2016-07-20 00:30:00  1.0988  1.1017        0.0     0.0     -0.0 -0.000604
2016-07-20 01:30:00  1.0994  1.0989        0.0     0.0      0.0 -0.000604
2016-07-20 02:30:00  1.1001  1.0994        0.0     0.0      0.0 -0.000604
2016-07-20 03:30:00  1.1006  1.1002        0.0     0.0      0.0 -0.000604
2016-07-20 04:30:00  1.1010  1.1007        0.0     0.0      0.0 -0.000604
2016-07-20 05:30:00  1.1011  1.1011        0.0     0.0      0.0 -0.000604
2016-07-20 06:30:00  1.0995  1.1012        0.0     0.0     -0.0 -0.000604
2016-07-20 07:30:00  1.0996  1.0994        0.0     0.0      0.0 -0.000604
2016-07-20 08:30:00  1.1008  1.0997        0.0     0.0      0.0 -0.000604
2016-07-20 09:30:00  1.1003  1.1008        0.0     0.0     -0.0 -0.000604
2016-07-20 10:30:00  1.1006  1.1004        0.0     0.0      0.0 -0.000604
2016-07-20 11:30:00  1.1004  1.1005        0.0     0.0     -0.0 -0.000604
2016-07-20 12:30:00  1.1003  1.1003        0.0     0.0     -0.0 -0.000604
2016-07-20 13:30:00  1.1017  1.1004        0.0     0.0      0.0 -0.000604
2016-07-20 14:30:00  1.1013  1.1017        0.0     0.0     -0.0 -0.000604
2016-07-20 15:30:00  1.1009  1.1013        0.0     0.0     -0.0 -0.000604
2016-07-20 16:30:00  1.1010  1.1009        0.0     0.0      0.0 -0.000604
2016-07-20 17:30:00  1.1016  1.1009        0.0     0.0      0.0 -0.000604
2016-07-20 18:30:00  1.1009  1.1015        0.0     0.0     -0.0 -0.000604
2016-07-20 19:30:00  1.1024  1.1010        0.0     0.0      0.0 -0.000604
2016-07-20 20:30:00  1.1021  1.1024        0.0     0.0     -0.0 -0.000604
2016-07-20 21:30:00  1.1035  1.1022        0.0     0.0      0.0 -0.000604
2016-07-20 22:30:00  1.1034  1.1035        0.0     0.0     -0.0 -0.000604
2016-07-20 23:30:00  1.1027  1.1034        0.0     0.0     -0.0 -0.000604

[3384 rows x 6 columns]
