DateHour,Count,Average_lof,Ranking_Factor
2017-12-01 09:00:00,21,7700.50481204778,17.461462158838504
2017-12-13 12:00:00,21,8349.936917068442,18.934097317615514
2017-12-01 08:00:00,11,2791.065904673788,23.066660369204858
2017-12-04 01:00:00,8,1834.0348237521202,28.65679412112688
2017-12-04 08:00:00,7,1431.4258778888034,29.212773018138844
2017-12-14 06:00:00,14,5788.034320055964,29.530787347224305
2017-12-20 08:00:00,13,5023.903877821212,29.727241880598886
2017-12-29 09:00:00,7,1490.7173781723177,30.42280363616975
2017-12-14 07:00:00,10,3095.21609528769,30.952160952876902
2017-12-29 08:00:00,9,2551.398289134584,31.498744310303508
2017-12-12 06:00:00,9,2567.5303752562604,31.69790586736124
2017-12-15 07:00:00,8,2043.4450990470978,31.928829672610902
2017-12-20 23:00:00,8,2120.8255358049064,33.13789899695166
2017-12-22 06:00:00,6,1246.5145993516571,34.62540553754603
2017-12-01 04:00:00,7,1729.2938822057567,35.29171188175014
2017-12-21 09:00:00,7,1732.8740933038032,35.36477741436333
2017-12-19 11:00:00,7,1739.3586051455313,35.49711439072513
2017-12-08 06:00:00,13,6026.000981926364,35.65681054394298
2017-12-01 07:00:00,6,1287.2958585480505,35.758218293001406
2017-12-14 01:00:00,7,1752.6272620202258,35.76790330653522
