DateHour,Count,Average_lof,Ranking_Factor
2016-01-08 07:00:00,9,3041.475593956439,37.54908140686962
2016-01-27 12:00:00,8,2702.3817294201917,42.224714522190496
2016-01-06 06:00:00,9,4031.69019025509,49.77395296611222
2016-01-21 07:00:00,7,2459.912030724841,50.20228634132328
2016-01-21 08:00:00,8,3263.606354163006,50.99384928379697
2016-02-03 08:00:00,13,7792.980819447201,46.1123125411077
2016-02-16 00:00:00,6,1864.8569348094393,51.801581522484426
2016-02-18 00:00:00,6,2073.6174761482343,57.60048544856207
2016-02-05 07:00:00,6,2207.158740594836,61.30996501652323
2016-02-14 23:00:00,5,1583.4261844097432,63.33704737638973
2016-03-04 07:00:00,15,6925.537825964724,30.780168115398773
2016-03-10 07:00:00,18,10236.80744505105,31.595084706947688
2016-03-10 09:00:00,8,2668.926387915214,41.70197481117522
2016-03-10 10:00:00,8,2692.220383600735,42.06594349376149
2016-03-09 13:00:00,7,2070.9511805583566,42.264309807313396
2016-04-21 07:00:00,11,3575.731930713401,29.551503559614886
2016-04-12 08:00:00,7,2004.3047159324174,40.90417787617179
2016-04-01 06:00:00,9,3703.350697502474,45.72037898151202
2016-04-15 07:00:00,7,2283.189854859099,46.59571132365508
2016-05-06 06:00:00,12,5565.181380805762,38.64709292226224
2016-05-13 00:00:00,9,3425.619278684114,42.29159603313721
2016-05-04 08:00:00,9,3570.3710314263926,44.07865470896781
2016-05-10 06:00:00,7,2283.443744287937,46.600892740570146
2016-05-18 12:00:00,11,6172.473829832391,51.01218041183794
2016-06-23 20:00:00,17,8125.891066426324,28.117270126042644
2016-06-23 15:00:00,17,8445.883391294237,29.22451000447833
2016-06-24 01:00:00,12,4499.614998728343,31.24732638005794
2016-06-23 19:00:00,13,5413.672076887465,32.03356258513293
2016-06-23 17:00:00,19,11838.526825998006,32.79370311910805
2016-07-08 07:00:00,19,10344.012929889559,28.65377542905695
2016-07-14 05:00:00,14,7622.101144602151,38.888271145929345
2016-07-15 14:00:00,6,1949.6906141908678,54.158072616412994
2016-07-01 08:00:00,6,2025.6816463670825,56.26893462130785
2016-08-05 06:00:00,17,8805.423379141768,30.468593007410963
2016-08-26 08:00:00,18,14481.092441053348,44.694729756337495
2016-08-21 15:00:00,9,3853.100804229232,47.569145731225085
2016-08-17 12:00:00,9,4178.9171402259435,51.59156963241906
2016-08-04 05:00:00,6,1937.1449462589824,53.80958184052729
2016-09-30 06:00:00,10,4152.439662280909,41.52439662280909
2016-09-02 08:00:00,9,3573.12897274432,44.112703367213825
2016-09-06 08:00:00,15,11234.962179366868,49.933165241630526
2016-09-21 12:00:00,15,11723.317205386407,52.10363202393959
2016-09-09 07:00:00,7,2735.3074167720047,55.82260034228581
2016-10-07 07:00:00,8,2464.4021740781086,38.50628396997045
2016-10-03 08:00:00,7,2023.9822660354114,41.305760531334926
2016-10-20 06:00:00,15,10570.426276417891,46.97967233963507
2016-10-20 07:00:00,8,3156.0700156375874,49.3135939943373
2016-10-12 12:00:00,7,2699.864069964697,55.09926673397341
2016-11-09 08:00:00,11,3407.9005749635344,28.164467561682102
2016-11-09 01:00:00,14,6400.786762074143,32.65707531670481
2016-11-30 09:00:00,10,3804.125356349535,38.04125356349535
2016-11-08 19:00:00,11,5706.137381772939,47.158160179941646
2016-11-09 05:00:00,10,4876.552435236325,48.76552435236326
2016-12-08 06:00:00,16,8466.381166668392,33.07180143229841
2016-12-08 07:00:00,10,3399.529667337631,33.99529667337631
2016-12-16 09:00:00,8,3026.006126221206,47.281345722206346
2016-12-19 09:00:00,7,2440.2702920251736,49.80143453112599
2016-12-05 04:00:00,8,3363.2156181104383,52.5502440329756
