DateHour,Count,Average_lof,Ranking_Factor
2016-12-08 07:00:00,15,4655.027653501541,20.689011793340182
2016-12-16 09:00:00,13,4231.906128552402,25.040864665990544
2016-12-08 06:00:00,19,9199.739321805608,25.484042442674813
2016-12-05 04:00:00,13,4582.672137003104,27.116403177533158
2016-12-19 09:00:00,10,3144.1498752137495,31.441498752137495
2016-12-05 07:00:00,10,3256.052234245842,32.56052234245842
2016-12-16 06:00:00,8,2117.800147653869,33.0906273070917
2016-12-08 09:00:00,8,2140.1999321773405,33.440623940270946
2016-12-15 04:00:00,12,4885.873755028269,33.92967885436298
2016-12-26 16:00:00,11,4117.243055618659,34.026802112550904
2016-12-05 01:00:00,9,2929.9357333061184,36.17204609019899
2016-12-27 01:00:00,8,2381.448664293068,37.210135379579185
2016-12-29 02:00:00,7,1850.2628558414592,37.760466445744065
2016-12-15 07:00:00,8,2428.865511564492,37.95102361819519
2016-12-06 04:00:00,9,3078.6810079530346,38.00840750559302
