DateHour,Count,Average_lof,Ranking_Factor
2016-01-08 07:00:00,16,4526.261257770701,17.680708038166802
2016-01-21 07:00:00,15,4173.971641037544,18.550985071277974
2016-01-04 08:00:00,10,2445.0895771168093,24.450895771168092
2016-01-14 08:00:00,11,2995.709491121193,24.757929678687546
2016-01-21 08:00:00,13,4390.107184894073,25.97696559108919
2016-01-27 12:00:00,11,3332.316298299833,27.539804118180438
2016-01-29 09:00:00,9,2261.8542486278884,27.92412652627023
2016-01-06 18:00:00,9,2373.2403051675137,29.29926302675943
2016-01-07 02:00:00,12,4264.888870553202,29.617283823286122
2016-01-08 01:00:00,9,2428.3953422295785,29.98018941024171
2016-01-07 09:00:00,7,1473.5403718815244,30.072252487378048
2016-01-11 01:00:00,8,1924.8046349108345,30.07507242048179
2016-01-08 08:00:00,9,2454.0046999454785,30.29635432031455
2016-01-15 07:00:00,8,1957.448585081258,30.585134141894656
2016-01-04 07:00:00,8,1981.6288022379829,30.962950034968483
2016-01-07 11:00:00,10,3100.2692995731904,31.002692995731906
2016-01-11 02:00:00,7,1546.6396772207163,31.56407504532074
2016-01-08 09:00:00,7,1591.48233558981,32.47923133856755
2016-01-20 07:00:00,8,2093.699363547744,32.7140525554335
2016-01-06 06:00:00,12,4731.512495558484,32.85772566360058
2016-02-08 00:00:00,11,2933.2060375821025,24.241372211422334
2016-02-04 09:00:00,9,2202.772490086005,27.19472209982722
2016-02-05 07:00:00,11,3312.807359286769,27.378573217246025
2016-02-10 08:00:00,13,4643.341731434082,27.4753948605567
2016-02-11 01:00:00,10,2894.0121726608577,28.940121726608577
2016-02-03 08:00:00,17,8734.348703312326,30.22265987305303
2016-02-19 05:00:00,8,1935.9280692544842,30.248876082101315
2016-02-05 08:00:00,9,2453.8347916076546,30.294256686514252
2016-02-22 04:00:00,8,1951.0405634215526,30.48500880346176
2016-02-04 08:00:00,9,2511.6783342671483,31.00837449712529
2016-02-04 01:00:00,11,3807.976717406337,31.47088196203584
2016-02-04 07:00:00,9,2551.872476768688,31.50459847862578
2016-02-17 12:00:00,8,2048.0608025934825,32.000950040523165
2016-02-24 08:00:00,8,2048.258278650687,32.00403560391698
2016-02-05 11:00:00,9,2598.0547004621185,32.07474938842122
2016-02-18 05:00:00,7,1574.296377033738,32.12849749048445
2016-02-09 07:00:00,8,2070.857659001112,32.35715092189238
2016-02-24 00:00:00,8,2078.797771143818,32.481215174122156
2016-02-01 03:00:00,7,1603.5783273545894,32.726088313358964
2016-02-10 09:00:00,12,4754.8662041756525,33.01990419566425
2016-02-08 08:00:00,9,2707.0908876672875,33.420875156386266
2016-02-12 07:00:00,8,2183.403240383013,34.115675630984576
2016-03-16 12:00:00,20,7408.352998300035,18.520882495750087
2016-03-10 10:00:00,15,4296.01175969273,19.093385598634356
2016-03-11 08:00:00,14,3870.7863942255954,19.748910174620384
2016-03-10 08:00:00,16,5205.071738751877,20.33231147949952
2016-03-04 07:00:00,20,8158.098370449267,20.395245926123167
2016-03-10 09:00:00,14,4054.3534060345105,20.685476561400563
2016-03-10 07:00:00,22,11185.164244498093,23.10984348036796
2016-03-10 06:00:00,19,8711.112080088005,24.130504376975082
2016-03-16 13:00:00,11,3011.6518774180768,24.889684937339478
2016-03-11 03:00:00,10,2489.4727790411093,24.894727790411093
2016-03-09 13:00:00,10,2736.0956761323073,27.360956761323074
2016-03-04 06:00:00,13,4772.6858247658065,28.240744525241457
2016-03-14 01:00:00,9,2431.471357368525,30.018164905784257
2016-03-22 02:00:00,10,3050.292720027746,30.50292720027746
2016-03-01 01:00:00,8,1966.88778857131,30.73262169642672
2016-03-17 02:00:00,10,3119.5752574203293,31.195752574203294
2016-03-30 09:00:00,9,2540.314355115273,31.361905618707073
2016-03-15 06:00:00,9,2596.074274603888,32.05029968646775
2016-03-01 08:00:00,10,3222.5728715175087,32.22572871517509
