,Index,Price_Gradient,Price,CH_Gradient,CH,lof
0,2016-06-01 00:02:00,0.00033499999999997415,1.44934,4.3590008549866884e-05,0.00024232185544337598,6.267649745082849
5,2016-06-01 00:07:00,0.00031500000000006523,1.4492200000000002,-1.021808377242288e-05,0.0002566126794932888,4.5177006978067284
10,2016-06-01 00:12:00,-0.000240000000000129,1.44934,-1.3475909524053066e-05,0.0002665146287932097,4.285491097697588
15,2016-06-01 00:17:00,4.0000000000040004e-05,1.44954,-7.9225547614873e-06,0.00023703102020963438,4.049331338208447
20,2016-06-01 00:22:00,-0.0005550000000000832,1.44906,4.2440027265283855e-05,0.0002286499300897437,7.9355853482788135
25,2016-06-01 00:27:00,0.00014999999999998348,1.44915,-1.954912807757516e-05,0.00026591504707187475,4.726739658922309
30,2016-06-01 00:32:00,-2.0000000000020002e-05,1.44948,-4.4719754687689705e-06,0.00019939351661048797,4.240350505197598
35,2016-06-01 00:37:00,-0.00010500000000002174,1.44809,2.4282723899958514e-05,0.0002177434086283056,5.687439579367171
40,2016-06-01 00:42:00,-0.00014000000000002902,1.44777,-9.123381981826394e-06,0.00023876072017343467,3.917043068412629
45,2016-06-01 00:47:00,0.000300000000000078,1.4452200000000002,4.941323587615744e-05,0.0004861873867824664,3.956032461616222
50,2016-06-01 00:52:00,-0.000180000000000069,1.44635,-2.741375303875619e-05,0.0003262354691642039,5.635716056667232
55,2016-06-01 00:57:00,0.00027999999999994696,1.4465,-1.6687353118131318e-05,0.00027780200303749637,4.113567789674114
60,2016-06-01 01:02:00,7.499999999993623e-05,1.44713,-1.8110665253643257e-05,0.0002378154784470465,4.923122736164151
65,2016-06-01 01:07:00,0.0002349999999999852,1.44806,2.9586268230655878e-05,0.00021548824211492368,7.02795460277908
70,2016-06-01 01:12:00,-0.0006099999999999994,1.44632,7.139276231223879e-05,0.00022713250544831895,5.314059342569468
75,2016-06-01 01:17:00,0.00021999999999988693,1.44502,3.0434878651255517e-05,0.0002762219997554556,5.526144168624322
80,2016-06-01 01:22:00,0.000199999999999978,1.44645,-4.181822145473131e-05,0.0003962570212639421,4.128766787042881
85,2016-06-01 01:27:00,-5.500000000002725e-05,1.44661,-2.1427599760942093e-05,0.0002546657344873241,4.0626015604277566
90,2016-06-01 01:32:00,-2.0000000000020002e-05,1.44623,-1.1800501318194858e-05,0.00020267642385426944,5.203002632763202
95,2016-06-01 01:37:00,0.000260000000000038,1.44734,5.0009065195197604e-05,0.00019882132179683477,4.304621289986374
