Index,Price_Gradient,Price,CH_Gradient,CH
2013-09-01 15:01:00,1.0000000000065512e-05,1.32135,-1.1044449392182305e-05,0.00011684547616164212
2013-09-01 15:02:00,3.500000000000725e-05,1.32142,-9.632684293445318e-06,0.00010580102676945982
2013-09-01 15:03:00,-5.500000000002725e-05,1.32142,-9.10182487817568e-06,9.758010757475149e-05
2013-09-01 15:04:00,-9.500000000006725e-05,1.32131,-5.0754072268271915e-06,8.759737701310846e-05
2013-09-01 15:05:00,-3.500000000000725e-05,1.32123,-2.0826586012573977e-06,8.74292931210971e-05
2013-09-01 15:06:00,-0.00010499999999991072,1.32124,-6.015850176501149e-06,8.343205981059366e-05
2013-09-01 15:07:00,-0.00016499999999997073,1.32102,8.977517797490593e-06,7.53975927680948e-05
2013-09-01 15:08:00,8.999999999992347e-05,1.32091,1.1488199107868115e-05,0.00010138709540557485
2013-09-01 15:09:00,6.499999999998174e-05,1.3212,1.519050257151491e-05,9.837399098383103e-05
2013-09-01 15:10:00,-0.00013999999999991797,1.32104,1.5545570972395396e-05,0.00013176810054860467
2013-09-01 15:11:00,-4.999999999999449e-05,1.32092,-4.648251660477681e-06,0.00012946513292862183
2013-09-01 15:12:00,4.999999999999449e-05,1.32094,-9.990621087520841e-06,0.0001224715972276493
2013-09-01 15:13:00,2.999999999997449e-05,1.32102,-1.0466302629215833e-05,0.00010948389075358014
2013-09-01 15:14:00,0.00018999999999991246,1.321,-9.083375132701216e-06,0.00010153899196921764
2013-09-01 15:15:00,0.00019000000000002348,1.3214,2.8266016524031353e-05,9.131714048817771e-05
2013-09-01 15:16:00,-0.00011999999999989797,1.32138,2.4673308031544193e-05,0.00015807102501728035
2013-09-01 15:17:00,-0.00036000000000002697,1.3211600000000001,-6.101760571053066e-06,0.0001406637565512661
2013-09-01 15:18:00,-0.00015500000000001624,1.32066,3.646155349911293e-05,0.00014586750387517421
2013-09-01 15:19:00,6.499999999998174e-05,1.32085,2.6969443797276535e-05,0.00021358686354949196
2013-09-01 15:20:00,-4.0000000000040004e-05,1.32079,-1.7612431971965813e-05,0.00019980639146972728
2013-09-01 15:21:00,-0.00010500000000002174,1.32077,-2.067086482978594e-05,0.00017836199960556034
2013-09-01 15:22:00,-0.00012999999999996348,1.3205799999999999,-1.1692226830810573e-05,0.0001584646618101554
2013-09-01 15:23:00,6.500000000009276e-05,1.32051,-9.305355055002807e-06,0.0001549775459439392
2013-09-01 15:24:00,0.00011499999999997623,1.32071,-6.705008834302645e-06,0.0001398539517001498
2013-09-01 15:25:00,2.0000000000020002e-05,1.32074,-6.731888793013661e-06,0.0001415675282753339
2013-09-01 15:26:00,0.0,1.32075,-1.440250115456937e-05,0.00012639017411412247
2013-09-01 15:27:00,0.00011499999999986521,1.32074,-1.275177901767027e-05,0.00011276252596619516
2013-09-01 15:28:00,2.4999999999941735e-05,1.3209799999999998,4.3031539990289315e-06,0.00010088661607878193
2013-09-01 15:29:00,-0.0001649999999998597,1.32079,1.2643547399797908e-05,0.00012136883396425302
2013-09-01 15:30:00,-1.4999999999987246e-05,1.32065,4.398057893693116e-07,0.00012617371087837774
2013-09-01 15:31:00,1.4999999999876223e-05,1.32076,-5.5020664583637984e-06,0.00012224844554299165
2013-09-01 15:32:00,2.5000000000052758e-05,1.3206799999999999,-7.86719337228115e-06,0.00011516957796165015
2013-09-01 15:33:00,4.0000000000040004e-05,1.32081,-5.13977376771889e-06,0.00010651405879842935
2013-09-01 15:34:00,7.500000000004725e-05,1.32076,-5.490984933061505e-06,0.00010489003042621237
2013-09-01 15:35:00,0.00011499999999997623,1.3209600000000001,2.1033455325852814e-06,9.553208893230634e-05
2013-09-01 15:36:00,2.999999999997449e-05,1.3209899999999999,1.2895553517213975e-06,0.00010909672149138293
2013-09-01 15:37:00,4.500000000007276e-05,1.32102,-1.0247404213602448e-05,9.811119963574913e-05
2013-09-01 15:38:00,0.00012500000000004174,1.32108,-7.922872176769185e-06,8.860191306417803e-05
2013-09-01 15:39:00,5.999999999994898e-05,1.3212700000000002,4.728671794374327e-06,8.226545528221076e-05
2013-09-01 15:40:00,-2.5000000000052758e-05,1.3212,4.487013380299391e-06,9.805925665292669e-05
2013-09-01 15:41:00,-5.000000000032756e-06,1.32122,-7.857800371984234e-06,9.123948204280954e-05
2013-09-01 15:42:00,0.0,1.3211899999999999,-8.052000173503705e-06,8.234365590895822e-05
2013-09-01 15:43:00,-5.999999999994898e-05,1.32122,-6.72801611965198e-06,7.513548169580213e-05
2013-09-01 15:44:00,-0.0001700000000001145,1.32107,2.9352648250790056e-06,6.888762366965426e-05
2013-09-01 15:45:00,-0.00011499999999997623,1.3208799999999998,1.4412791498432446e-05,8.100601134596014e-05
