DateHour,Count,Average_lof,Ranking_Factor
2016-11-09 01:00:00,13,266.8609143860157,20.52776264507813
2016-11-08 18:00:00,12,260.57376689906766,21.714480574922305
2016-11-09 07:00:00,12,267.44933621378794,22.287444684482328
2016-11-08 19:00:00,11,259.67009148570054,23.606371953245503
2016-11-08 20:00:00,8,205.85209171480818,25.731511464351023
2016-11-09 05:00:00,11,305.4340009416795,27.766727358334503
2016-11-08 17:00:00,9,258.98949841104576,28.77661093456064
2016-11-09 08:00:00,9,264.69738252806343,29.410820280895937
2016-11-25 00:00:00,7,227.5226263706432,32.50323233866332
2016-11-30 09:00:00,8,279.1090564650566,34.888632058132075
2016-11-10 06:00:00,6,214.23603613193964,35.70600602198994
